Entry_ID,SMILES,scaffold,pKd,partition
2145,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1O)O)N)N)O,C1CCC(OC2CCC(OC3CCCC(OC4CCCCO4)C3)OC2)OC1,6.15490195998574,train
2148,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1O)O)N)O,C1CCC(OC2CCCC(OC3CC(OC4CCCCO4)CCO3)C2)OC1,5.63827216398241,validation
2149,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1N)O)O)N)O,C1CCC(OC2CCC(OC3CCCC(OC4CCCCO4)C3)OC2)OC1,5.63827216398241,train
2150,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(COC3OC(CN)C(C(C3O)O)O)C(C(C2N)O)N)N)C(CC1O)N,C1CCC(OCC2CCCC(OC3CCCC(OC4CCCCO4)C3)O2)OC1,5.39794000867204,train
2151,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(COC3OC(CN)C(C(C3O)O)O)C(C(C2N)O)N)N)C(CC1O)N,C1CCC(OCC2CCCC(OC3CCCC(OC4CCCCO4)C3)O2)OC1,5.48148606012211,train
2152,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1N)O)O)N,C1CCC(OC2CCCC(OC3CC(OC4CCCCO4)CCO3)C2)OC1,6.27572413039921,validation
2153,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1N)O)O)N,C1CCC(OC2CCCC(OC3CC(OC4CCCCO4)CCO3)C2)OC1,5.69897000433602,validation
2154,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1N)O)O)N)O,C1CCC(OC2CCC(OC3CCCC(OC4CCCCO4)C3)OC2)OC1,6.0,train
2186,[C@H]1([C@H](C[C@H]([C@H]([C@H]1O)O[C@@H]1[C@@H](C[C@@H]([C@@H](O1)CN)O)N)N)N)O[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)CNc1c2ccccc2nc2c1cccc2)O)N)O,c1ccc2c(NCC3CCCC(OC4CCCC(OC5CCCCO5)C4)O3)c3ccccc3nc2c1,5.56863623584101,train
2188,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(C(C2O)O)N)N)C(CC1O)N,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,4.92081875395238,train
2189,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1O)O)N)N)O,C1CCC(OC2CCC(OC3CCCC(OC4CCCCO4)C3)OC2)OC1,5.52287874528034,train
2192,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(COC3OC(CO)C(C(C3N)O)O)C(C(C2N)O)O)N)C(CC1O)N,C1CCC(OCC2CCCC(OC3CCCC(OC4CCCCO4)C3)O2)OC1,5.0268721464003,train
2193,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1O)O)N)O,C1CCC(OC2CCCC(OC3CC(OC4CCCCO4)CCO3)C2)OC1,6.55284196865778,validation
2194,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1N)O)O)N)O,C1CCC(OC2CCC(OC3CCCC(OC4CCCCO4)C3)OC2)OC1,4.92081875395238,train
2195,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(COC3OC(CN)C(C(C3O)O)O)C(C(C2N)O)N)N)C(CC1O)N,C1CCC(OCC2CCCC(OC3CCCC(OC4CCCCO4)C3)O2)OC1,5.58502665202918,train
2196,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(COC3OC(CN)C(C(C3O)O)O)C(C(C2N)O)N)N)C(CC1O)N,C1CCC(OCC2CCCC(OC3CCCC(OC4CCCCO4)C3)O2)OC1,5.42021640338319,train
2197,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1N)O)O)N,C1CCC(OC2CCCC(OC3CC(OC4CCCCO4)CCO3)C2)OC1,5.45593195564972,validation
2198,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1N)O)O)N,C1CCC(OC2CCCC(OC3CC(OC4CCCCO4)CCO3)C2)OC1,5.50863830616573,validation
2199,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1N)O)O)N)O,C1CCC(OC2CCC(OC3CCCC(OC4CCCCO4)C3)OC2)OC1,5.02227639471115,train
2216,[C@H]1([C@H](C[C@H]([C@H]([C@H]1O)O[C@@H]1[C@@H](C[C@@H]([C@@H](O1)CN)O)N)N)N)O[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)CNc1c2ccccc2nc2c1cccc2)O)N)O,c1ccc2c(NCC3CCCC(OC4CCCC(OC5CCCCO5)C4)O3)c3ccccc3nc2c1,4.85387196432176,train
2218,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(C(C2O)O)N)N)C(CC1O)N,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,4.72124639904717,train
2219,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1O)O)N)N)O,C1CCC(OC2CCC(OC3CCCC(OC4CCCCO4)C3)OC2)OC1,5.95860731484177,train
2222,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(COC3OC(CO)C(C(C3N)O)O)C(C(C2N)O)O)N)C(CC1O)N,C1CCC(OCC2CCCC(OC3CCCC(OC4CCCCO4)C3)O2)OC1,5.29242982390206,train
2223,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1O)O)N)O,C1CCC(OC2CCCC(OC3CC(OC4CCCCO4)CCO3)C2)OC1,5.52287874528034,validation
2224,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1N)O)O)N)O,C1CCC(OC2CCC(OC3CCCC(OC4CCCCO4)C3)OC2)OC1,5.30102999566398,train
2225,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(COC3OC(CN)C(C(C3O)O)O)C(C(C2N)O)N)N)C(CC1O)N,C1CCC(OCC2CCCC(OC3CCCC(OC4CCCCO4)C3)O2)OC1,5.39794000867204,train
2226,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(COC3OC(CN)C(C(C3O)O)O)C(C(C2N)O)N)N)C(CC1O)N,C1CCC(OCC2CCCC(OC3CCCC(OC4CCCCO4)C3)O2)OC1,4.85387196432176,train
2227,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1N)O)O)N,C1CCC(OC2CCCC(OC3CC(OC4CCCCO4)CCO3)C2)OC1,5.92081875395238,validation
2228,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1N)O)O)N,C1CCC(OC2CCCC(OC3CC(OC4CCCCO4)CCO3)C2)OC1,5.15490195998574,validation
2229,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1N)O)O)N)O,C1CCC(OC2CCC(OC3CCCC(OC4CCCCO4)C3)OC2)OC1,5.22184874961636,train
2375,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,3.71399287792053,train
2376,CCCCOC(=O)C1=CC=C(C=C1)N,c1ccccc1,4.40450377817443,validation
2377,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,5.04095860767891,train
2378,c1cc(ccc1)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1cc2ccccc2nc1CC)CSSC[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1c(nc2c(c1)cccc2)CC)C(=O)NCCCN,O=C(NC(CSSCC(NC(=O)c1cnc2ccccc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.34678748622466,train
2379,c1cc(ccc1)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1cc2ccccc2nc1CC)CSSC[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1c(nc2c(c1)cccc2)CC)C(=O)NCCCN,O=C(NC(CSSCC(NC(=O)c1cnc2ccccc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.48148606012211,train
2380,c1cc(ccc1)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1cc2ccccc2nc1CC)CSSC[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1c(nc2c(c1)cccc2)CC)C(=O)NCCCN,O=C(NC(CSSCC(NC(=O)c1cnc2ccccc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.11918640771921,train
2381,c1cc(ccc1)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1cc2ccccc2nc1CC)CSSC[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1c(nc2c(c1)cccc2)CC)C(=O)NCCCN,O=C(NC(CSSCC(NC(=O)c1cnc2ccccc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,5.95860731484177,train
2382,c1cc(ccc1)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1cc2ccccc2nc1CC)CSSC[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1c(nc2c(c1)cccc2)CC)C(=O)NCCCN,O=C(NC(CSSCC(NC(=O)c1cnc2ccccc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,4.39794000867204,train
2383,NCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)c1cc2ccccc2nc1C)CSSC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1cc2ccccc2nc1C,O=C(NC(CSSCC(NC(=O)c1cnc2ccccc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.36653154442041,train
2384,NCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)c1cnc2c(c1)cccc2)CSSC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1cnc2c(c1)cccc2,O=C(NC(CSSCC(NC(=O)c1cnc2ccccc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.18708664335714,train
2385,NCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)c1cc2cc3OCOc3cc2nc1CC)CSSC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1cc2cc3OCOc3cc2nc1CC,O=C(NC(CSSCC(NC(=O)c1cnc2cc3c(cc2c1)OCO3)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3c(cc2c1)OCO3,5.84771165561694,train
2386,NCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Nc1ccc2c(c1)C(=O)c1c(C2=O)cccc1)CSSC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)Nc1ccc2c(c1)C(=O)c1c(C2=O)cccc1,O=C1c2ccccc2C(=O)c2cc(NC(CSSCC(Nc3ccc4c(c3)C(=O)c3ccccc3C4=O)C(=O)N3CCCC3C(=O)NCCc3ccccc3)C(=O)N3CCCC3C(=O)NCCc3ccccc3)ccc21,6.63827216398241,train
2387,CCC1=NC2=CC=CC=C2C=C1C(=O)O,c1ccc2ncccc2c1,6.53760200210104,validation
2388,C=CC[C@@H](C(=O)N1CCCC1C(=O)NC(C(=O)NCCCN)Cc1ccccc1)NC(=O)c1cc2ccccc2nc1CC,O=C(NCC(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.32790214206428,validation
2389,NCCCNC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(NC(=O)c1cc2ccccc2nc1CC)C/C=C/C[C@@H](C(=O)N1CCCC1C(=O)NC(C(=O)NCCCN)Cc1ccccc1)NC(=O)c1cc2ccccc2nc1CC,O=C(NC(CC=CCC(NC(=O)c1cnc2ccccc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.48148606012211,train
2390,CN1CCN(CC1)CC2=C(C=CC(=C2)NC3=C4C=C(C=CC4=NC5=C3C=CC(=C5)Cl)OC)O,c1cc(CN2CCNCC2)cc(Nc2c3ccccc3nc3ccccc23)c1,6.17392519729917,train
2391,CCOC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=CC=CC=C4C3=O,O=C1c2ccccc2C(=O)c2c1cc1ccccn21,5.85387196432176,validation
2392,C[N+](CCN[N+]1(C)CCCc2c1cccc2)(C)C,c1ccc2c(c1)CCC[NH2+]2,5.82390874094432,train
2393,CN(c1ncnc2c1n(CCn1cnc3c1ncnc3N(C)C)cn2)C,c1ncc2c(n1)ncn2CCn1cnc2cncnc21,4.49485002168009,train
